título,año,kms,link,precio,zona,descripción
Volkswagen Bora 1.8 Highline T 180cv Cuero,2009,212.335,https://auto.mercadolibre.com.ar/MLA-1456517779-bora-18-t-highline-cuero,8000 dólares,Valentín Alsina - Lanús - Bs.As. G.B.A. Sur,"BORA 1.8T EXCELENTE ESTADO. LA BATERIA MOURA, 4 CUBIERTAS PIRELLI COMPRADAS EN DICIEMBRE DEL 2023. TAPA DE VALVULAS HECHAS COMPLETA. TURBO NUEVO COLOCADO EN DICIEMBRE DEL 2023. ESTEREO CON PANTALLA TACTIL."
Fiat Punto 1.4 Attractive,2010,121.000,https://auto.mercadolibre.com.ar/MLA-1940513502-fiat-punto-14-attractive,8000 dólares,Del Viso - Bs.As. G.B.A. Norte,El vendedor no incluyó una descripción del producto
Chrysler PT Cruiser 2.4 Classic,2007,143.500,https://auto.mercadolibre.com.ar/MLA-1940839952-chrysler-pt-cruiser-2007-24-classic,8000 dólares,Hurlingham - Bs.As. G.B.A. Oeste,"Hermoso PT cruiser.Vtv recién hecha.Titular.Aire congela.Americana, interior color carrocería.Zona Hurlingham.Se puede venir a ver sin compromiso."
Volkswagen Bora 1.9 I Trendline,2006,180.000,https://auto.mercadolibre.com.ar/MLA-1941160676-volkswagen-bora-2006-19-i-trendline,8000 dólares,Lomas de Zamora - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Peugeot 504 2.0 Gd,1997,119.000,https://auto.mercadolibre.com.ar/MLA-1941194388-peugeot-504-1997-20-gd,8000 dólares,Junín - Buenos Aires Interior,"Particular vende Peugeot 504 Diesel - Estado Original y Pintura ÚnicaModelo: Peugeot 504 Diesel GDAño: 1997Kilometraje: Solo 117.000 kmPrecio: U$S 8.000. Se evalúa posible permuta.Color: Rojo bermellón, único en su tipo. Descripción:Este Peugeot 504 se distingue por su estado completamente original y su exclusivo color rojo bermellón, que lo hace aún más especial. Motor diesel: Solo 117.000 km. El motor diesel es conocido por su durabilidad, perfecto para quienes buscan un auto robusto y confiable. De muy bajo consumo en combustible. Posee todos los servicios realizados en tiempo y forma.Interior: El vehículo mantiene su tapicería y acabados originales, en condiciones inigualables para su año. Se le colocó cubre asientos con el logo de Peugeot para preservar el tapizado.Exterior: Su carrocería conserva el brillo y los detalles de fábrica, sin modificaciones. Casi imposible encontrar otro en este estado. No paga patente por su año de fabricación.¡Una oportunidad única para adquirir un clásico en su estado original!Contáctame para más información o para coordinar una visita."
Citroën C3 1.4 I Sx Pack Seguridad Am74,2012,103.000,https://auto.mercadolibre.com.ar/MLA-1941232488-citron-c3-2012-14-i-sx-pack-seguridad-am74,8000 dólares,Tigre - Bs.As. G.B.A. Norte,El vendedor no incluyó una descripción del producto
BMW Serie 3 2.0 320i Coupe,1993,280.000,https://auto.mercadolibre.com.ar/MLA-1941267828-bmw-serie-3-20-320i-coupe,8000 dólares,Tortuguitas - José C. Paz - Bs.As. G.B.A. Norte,"320i, 6 cilindros, admisión m50b2, llantas 16 del e46, interior de cuero de 325, volante 3puntos del pack M, alerón del pack M, titular vtv hasta 06/25Permuto únicamente x utilitario (saveiro, florino, etc) y dif. O tnt300 y dif"
Renault Clio 1.2 Mío Expression Pack I,2013,50.000,https://auto.mercadolibre.com.ar/MLA-1456546089-renault-clio-mio-12,8100 dólares,Villa del Parque - Capital Federal - Capital Federal,NADA QUE HACERLE LLANTAS Y PARLANTES AGREGADOSNO CONSUME NADA DE NAFTASE VA TRANSFERIDO SI O SIREVENDEDORES ABSTENERSE POR FAVOR
Renault Sandero 1.6 8v Get Up,2010,110.000,https://auto.mercadolibre.com.ar/MLA-1456555775-renault-sandero-2010-16-8v-get-up,8100 dólares,San Nicolás - Buenos Aires Interior,El vendedor no incluyó una descripción del producto
Volkswagen Fox 1.6 Comfortline 5 p,2009,235.000,https://auto.mercadolibre.com.ar/MLA-1456494985-volkswagen-fox-16-comfortline-5-p,8000000 pesos,José C. Paz - José C. Paz - Bs.As. G.B.A. Norte,"Vendo fox 2009 con gnc 3 generación con oblea vigente hasta 2025 . Muy cuidado ,4 cubiertas nuevas ,frenos traseros nuevas completas .delanteras con pastillas nuevas ,amortiguadores delanteros nuevos ,tren delantero hecho este año .. vtv hecho en junio vigente año 2025 . Escucho ofertas al lado del auto gracias"
Volkswagen Gol Trend 1.6 101cv,2013,212.000,https://auto.mercadolibre.com.ar/MLA-1456519737-volkswagen-gol-trend-2013-16-101cv,8000000 pesos,Quilmes - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Chevrolet Aveo 1.6 Lt,2011,120.000,https://auto.mercadolibre.com.ar/MLA-1456645977-chevrolet-aveo-16-lt,8000000 pesos,Pontevedra - Merlo - Bs.As. G.B.A. Oeste,El vendedor no incluyó una descripción del producto
Chevrolet Corsa 1.4 Aa/dir..varios Adicionales..s/detalles,2011,114.000,https://auto.mercadolibre.com.ar/MLA-1940501164-chevrolet-corsa-14-aadirvarios-adicionalessdetalles,8000000 pesos,General Roca - General Roca - Río Negro,Vendo Corsa 2011..A.A..Dir..motor 1.4..km 114.000..digno de ver s/detalles..titular..escape deportivo..luces led..llantas 15 (Vectra)..espirales progresivos.. interior y exterior impecables..enganche..servís completo..(solo venta)
Renault Clio 1.2 Pack,2010,115.000,https://auto.mercadolibre.com.ar/MLA-1940866454-renault-clio,8000000 pesos,Centro - Salta - Salta,Clío 2010 115.000km perfecto estado
Volkswagen Gol Trend 1.6 Pack Iii 101cv,2011,124.000,https://auto.mercadolibre.com.ar/MLA-1456647597-volkswagen-gol-trend-16-pack-iii-101cv,8200 dólares,Berisso - Berisso - Buenos Aires Interior,El vendedor no incluyó una descripción del producto
Volkswagen Gol 1.6 I Power 701,2010,54.200,https://auto.mercadolibre.com.ar/MLA-1941232448-vw-gol-power-16,8200 dólares,Santos Lugares - Tres de febrero - Bs.As. G.B.A. Oeste,VENDO VW GOL POWER 1.6 NAFTAUNICA DUEÑACORREA DE DISTRIBUCION HECHACAMBIO DE ACEITE Y FILTROS REALIZADO EN SEPTIEMBRE 2024SIEMPRE GUARDADO EN COCHERA TECHADA. EL AUTO ESTA AL DIA. 54.200KMCONCESIONARIA Y REVENTA ABSTENERSESE VENDE 100% TRANSFERIDO
Chevrolet Sonic 1.6 Ltz At,2013,130.000,https://auto.mercadolibre.com.ar/MLA-1940805896-chevrolet-sonic-ltz-at-2013,8300 dólares,Villa Devoto - Capital Federal - Capital Federal,El vendedor no incluyó una descripción del producto
Volkswagen Suran 1.6 I Comfortline 60a,2007,240.000,https://auto.mercadolibre.com.ar/MLA-1940896830-volkswagen-suran-2007-16-i-comfortline-60a,8200000 pesos,Pilar - Bs.As. G.B.A. Norte,El vendedor no incluyó una descripción del producto
Renault Symbol 1.6 Authentique Pack Ii Abs 105cv,2013,194.700,https://auto.mercadolibre.com.ar/MLA-1456571901-renault-symbol-16-16v-authentique-pack-ii-2013-194700km,8300000 pesos,Villa La Angostura - Neuquén,Muy buen estado. Único dueño.
Fiat Siena 1.4 Fire mpi8v,2011,114.500,https://auto.mercadolibre.com.ar/MLA-1941264550-fiat-siena-2011-14-fire,8350000 pesos,Wilde - Avellaneda - Bs.As. G.B.A. Sur,Fiat Siena 2011 Nafta 114.500 km Aire Acondicionado Cierre Centralizado. Titular Solo Vendo no permuto
Volkswagen Suran 1.6 Trendline 11b,2012,170.000,https://auto.mercadolibre.com.ar/MLA-1456586331-volkswagen-suran-2012-16-trendline-11b,8500 dólares,Morón - Bs.As. G.B.A. Oeste,Vendo suran fulll unica mano con gnc de 5ta titular al dia unica mano vtv 2025 todos los servis recien hecho distribucion aceite filtros lista para salir ala ruta nada para hacerle siempre fue de uso particular los km se hicieron viajando al sur y autopista de ramos a la reja todos los dias
Toyota Corolla 1.8 Xei Mt Pack,2008,227.000,https://auto.mercadolibre.com.ar/MLA-1940832574-toyota-corolla-2008-18-xei-mt-pack,8500 dólares,Lomas de Zamora - Bs.As. G.B.A. Sur,"Auto en muy buen estado, maquinaria excelente. Motor VVT-i 16 valve"
Volkswagen Bora 2.0 Trendline 115cv,2009,180.000,https://auto.mercadolibre.com.ar/MLA-1940855138-vendo-volkswagen-bora-20-excelente-estado,8500 dólares,Sarandí - Avellaneda - Bs.As. G.B.A. Sur,"*** VENDO WOLKSWAGEN BORA 2.0 AÑO NOVIEMBRE 2009*** El vehículo se encuentra en excelente estado con detalles de uso a nivel carrocería pero muy leves, es normal en un auto del 2009, pero nada que impida o afecte funcionamiento mecánico u opaque la belleza del auto. Todas sus funciones eléctricas funcionan  A LA PERFECCCIÓN.   - 4 Levanta vidrios, PERFECTOS   - Retrovisores eléctricos, PERFECTOS    - Sunroof, PERFECTO   - Aire acondicionado, frío y calefacción, luces, etc. PERFECTO   - Selenoides en las 4 puertas. PERFECTO    - Papeles al día, LISTO PARA TRANSFERIR. VTV hecha Octubre 2024, vence Septiembre 2025.   - Todos sus servicios al día, todo anotado para mayor control de cada servicio y arreglo que se ha hecho.-  El auto sale si o si TRANSFERIDO."
Volkswagen Bora 1.9 Trendline I 100cv,2008,250.000,https://auto.mercadolibre.com.ar/MLA-1941018720-volkswagen-bora-19-trendline-i-100cv,8500 dólares,Barrio Los Paraísos - Los Cardales - Bs.As. G.B.A. Norte,"VTV recién realizada, todo en orden"
Volkswagen Suran 1.6 Comfortline 101cv Ab,2015,150.000,https://auto.mercadolibre.com.ar/MLA-1941161696-vendo-suran-comfort-line-2015,8500 dólares,Villa del Parque - Capital Federal - Capital Federal,"Vendo Suran Aire acondicionado, GNC, Airbags.  Vtv al dia. Revision de equipo GNC al dia. Excelente estado gral salvo detalles en paragolpes delantero."
Mercedes-benz Clase A 1.6 A160 Classic,2000,200.000,https://auto.mercadolibre.com.ar/MLA-1941219790-mercedes-benz-clase-a-16-a160-classic,8500 dólares,Lanús Este - Lanús - Bs.As. G.B.A. Sur,"Precio charlable , segundo dueño , funciona absolutamente todo ,es caja manual ,no automático !!"
Chevrolet Agile 1.4 Lt,2010,147.452,https://auto.mercadolibre.com.ar/MLA-1456502029-chevrolet-agile-lt,8500000 pesos,Quilmes Oeste - Quilmes - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Fiat Palio 1.6 Hl Stile,1998,92.000,https://auto.mercadolibre.com.ar/MLA-1456559835-fiat-palio-1998-16-hl-stile,8500000 pesos,San Nicolás - Buenos Aires Interior,El vendedor no incluyó una descripción del producto
Fiat Uno 1.4 Attractive,2011,29.655,https://auto.mercadolibre.com.ar/MLA-1456599201-fiat-uno-2011-14-attractive,8500000 pesos,Lanús - Bs.As. G.B.A. Sur,unico dueño papeles al dia km reales 29655
Gol Trend,2011,221.000,https://auto.mercadolibre.com.ar/MLA-1940538610-gol-trend,8500000 pesos,El Talar - Tigre - Bs.As. G.B.A. Norte,"Gol trend 1.6 nafta con 4 neumáticos nuevos,cuatros amortiguadores nuevos, trend delantero nuevo hecho hace 2 meses Serví hecho hace 2 meses"
Citroën C4 1.6 X,2009,140.000,https://auto.mercadolibre.com.ar/MLA-1941013994-citron-c4-16-x,8500000 pesos,Arroyito - Rosario - Santa Fe,El vendedor no incluyó una descripción del producto
Chevrolet Corsa 1.4 Classic,2010,180.000,https://auto.mercadolibre.com.ar/MLA-1941168692-chevrolet-corsa-2010-14-classic,8500000 pesos,Córdoba - Córdoba,"Vehículo listo para transferir Con aire funcionando Dirección 180000 kmApto financiación, se recibe moto en parte de pago Entrega inmediata"
Chevrolet Aveo G3 1.6 Lt,2012,180.000,https://auto.mercadolibre.com.ar/MLA-1941220786-chevrolet-aveo-g3-16-lt,8500000 pesos,Constitución - Mar del Plata - Bs.As. Costa Atlántica,Listo para transferir
Renault Sandero Stepway 1.6 Confort 105cv,2010,210.000,https://auto.mercadolibre.com.ar/MLA-1941254460-renault-sandero-stepway-2010-16-confort-105cv,8500000 pesos,Capital Federal - Capital Federal,El vendedor no incluyó una descripción del producto
Renault Megane 1.6 Bic Pack Plus,2009,179.000,https://auto.mercadolibre.com.ar/MLA-1941612682-renault-megane-2009-16-bic-pack-plus,8500000 pesos,San Antonio de Areco - Buenos Aires Interior,El vendedor no incluyó una descripción del producto
Renault Fluence 2.0 Luxe,2012,180.000,https://auto.mercadolibre.com.ar/MLA-1456645591-renault-fluence-20-luxe,8900 dólares,Lanús Este - Lanús - Bs.As. G.B.A. Sur,"RENAULT FLUENCE 2.0 GNC DE 5TA GENERACIÓN, TITULAR PAPELES AL DÍA LISTO PARA TRANSFERIR. EXCELENTE ESTADO. TECHO SOLAR, TAPIZADO DE CUERO, 4 LEVANTA VIDRIOS, CLIMATIZADOR BIZONA, TODO FUNCIONA PERFECTO."
Volkswagen Fox 1.6 Comfortline Pack,2013,155.000,https://auto.mercadolibre.com.ar/MLA-1940802646-volkswagen-fox-2013-16-comfortline-pack,8900 dólares,Tigre - Bs.As. G.B.A. Norte,El vendedor no incluyó una descripción del producto
Fiat Mobi Mobi like 1.0,2022,16.000,https://auto.mercadolibre.com.ar/MLA-1456657905-mobi-like-10,8790000 pesos,Puerto Madero - Capital Federal - Capital Federal,Anticipo de $8.790.000 y 48 cuotas fijas de 267.000 … Escribinos para verlo
Honda Civic 1.6 Ex Coupe,1999,146.666,https://auto.mercadolibre.com.ar/MLA-1940500706-honda-civic-16-ex-coupe,8999 dólares,Vicente López - Vicente López - Bs.As. G.B.A. Norte,"Honda Civic 1999 Coupé - Original de Fábrica.Descripción:Vendo Honda Civic 1999 Coupé, completamente original de fábrica, en excelente estado. Perfecto para coleccionistas o entusiastas de los autos deportivos compactos que valoran la autenticidad.Características principales: • Año: 1999 • Kilometraje: 146.666 • Motor: 1.6L, 4 cilindros • Transmisión: Manual • Color: Gris • Estado: En excelentes condiciones, tanto mecánicas como estéticas. • Accesorios: Totalmente original de fábrica, sin modificaciones.Detalles adicionales: • Siempre guardado en garaje. • Mantenimientos al día con registros disponibles. • Interior impecable. • Pieza de colección con todas las partes originales de fábrica. • Ideal para quienes buscan un auto sin alteraciones.Precio: Usd 8.999Ubicación: Vicente López/PilarContacto: Puedes enviarme un mensaje privado para coordinar una visita."
Audi A4 2.0 T Tiptro,2006,150.000,https://auto.mercadolibre.com.ar/MLA-1456501529-audi-a4-2006-20-t-tiptro,9000 dólares,La Matanza - Bs.As. G.B.A. Oeste,El vendedor no incluyó una descripción del producto
Renault Clio 1.2 Mio Confort Plus Abc,2014,135.000,https://auto.mercadolibre.com.ar/MLA-1456544175-renault-clio-12-mio-confort-plus-abc,9000 dólares,Merlo - Merlo - Bs.As. G.B.A. Oeste,El vendedor no incluyó una descripción del producto
Vw Gol Pack 1 - No Permuto,2016,75.000,https://auto.mercadolibre.com.ar/MLA-1456547929-vw-gol-pack-1-no-permuto,9000 dólares,Quilmes Oeste - Quilmes - Bs.As. G.B.A. Sur,VENDO VW GOL PACK 1 Modelo 201675.000 km VTV Activa Hasta 02/2025Distribución y todos los Service Recién HechosTotalmente Al Día Verificación Policial Hecha 22/10/24INMACULADO por fuera y por dentro…Listo para Transferir…
Jeep Grand Cherokee 4.0 Laredo,2002,285.000,https://auto.mercadolibre.com.ar/MLA-1456559937-jeep-grand-cherokee-2002-40-laredo,9000 dólares,Mar del Plata - Bs.As. Costa Atlántica,Jeep grand Cherokee 2002 4x4 caja automática nafta con Gnc vtv hasta junio 2025
Ford Fiesta Kinetic 1.6 Se Plus Powershift 120cv,2014,153.000,https://auto.mercadolibre.com.ar/MLA-1456569013-ford-fiesta-kinetic-2014-16-se-plus-powershift-120cv,9000 dólares,Capital Federal - Capital Federal,AUTOMÁTICODISTRIBUCIÓN  2024TODOS LOS SERVICES4 RUEDAS NUEVAS IMPECABLE
Renault Clio 1.2 Mio Confort Plus Abc,2014,120.000,https://auto.mercadolibre.com.ar/MLA-1456659965-renault-clio-12-mio-confort-plus-abc,9000 dólares,General Pacheco - Tigre - Bs.As. G.B.A. Norte,"El auto esta impecable, nunca tuvo un choque, se le hizo cambio de correa a los 120.000km, las ruedas estan en muy buen estado."
Fiat Qubo 1.4 Dynamic 73cv,2014,200.000,https://auto.mercadolibre.com.ar/MLA-1940514830-fiat-qubo-2014-14-dynamic-73cv,9000 dólares,Merlo - Bs.As. G.B.A. Oeste,El vendedor no incluyó una descripción del producto
Chevrolet Celta 1.4 Ls+aa,2013,90.800,https://auto.mercadolibre.com.ar/MLA-1940515608-chevrolet-celta-2013-14-lsaa,9000 dólares,Bahía Blanca - Buenos Aires Interior,El vendedor no incluyó una descripción del producto
Ford Fiesta Kinetic 1.6 S 120cv,2015,195.000,https://auto.mercadolibre.com.ar/MLA-1941164130-ford-fiesta-kinetic-16-s-120cv,9000 dólares,San Miguel - San Miguel - Bs.As. G.B.A. Norte,Con gncSin deudasSe va transferidoSolo vendo
Honda Civic 1.8 Lxs Mt,2008,225.000,https://auto.mercadolibre.com.ar/MLA-1941254478-honda-civic-18-lxs-mt,9000 dólares,La Plata - La Plata - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Volkswagen Gol Trend 1.6 Pack I 101cv,2013,110.000,https://auto.mercadolibre.com.ar/MLA-1941271292-volkswagen-gol-trend-2013-16-pack-i-101cv,9000 dólares,C. del Uruguay - Entre Ríos,"airedireccion 110.000 kmCierre centralizado/alarmaservis y distribucion recien hechosSuspension fija delantera y progresivos traseros(tengo la suspension original)4 cubiertas nuevasTiene todo al dia, soy titularPuedo tomar auto de menor valor y diferencia de contado.Precio publicado 9.000 dolares o el equivalente en pesosConcepcion del uruguay-Entre rios"
Volkswagen Fox 1.6 Comfortline,2012,186.000,https://auto.mercadolibre.com.ar/MLA-1941279390-volkswagen-fox-2012-16-comfortline,9000 dólares,Escobar - Bs.As. G.B.A. Norte,AA/ccPantalla táctil pioneerCámara retrocesoAlarma
Fiat Punto 1.4 Attractive,2012,144.000,https://auto.mercadolibre.com.ar/MLA-1456621999-fiat-punto-attractive,8900000 pesos,Otros Barrios - Santa Fe capital - Santa Fe,Modelo 2012144.000 kmMotor 1.4 NAFTAExelente estado en general Nada pará hacerle Mecánica impecable Titular Papeles al día Acepto CANJE de menor valor en las mismas condicones (NO MOTOS)ESCUCHO OFERTAS DE CONTADO LISTO PARA TRANSFERIR GENERAL PAZ 6999SANTA FE CAPITAL
Renault Sandero 1.6 Confort 105cv,2012,108.400,https://auto.mercadolibre.com.ar/MLA-1456560483-renault-sandero-2012-108000kms,8950000 pesos,Benavídez - Tigre - Bs.As. G.B.A. Norte,El vendedor no incluyó una descripción del producto
Nissan Tiida 1.8 Visia 5 p,2011,250.000,https://auto.mercadolibre.com.ar/MLA-1940514356-nissan-tiida-2011-18-visia-5-p,9000000 pesos,Córdoba - Córdoba,El vendedor no incluyó una descripción del producto
Citroën C4 1.6 Sedan X -,2010,167.652,https://auto.mercadolibre.com.ar/MLA-1940789752-citron-c4-16-sedan-x-,9000000 pesos,Berazategui - Berazategui - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Ford Ecosport 1.6 My10 Xls 4x2,2012,300.000,https://auto.mercadolibre.com.ar/MLA-1940889044-ford-ecosport,9000000 pesos,José C. Paz - José C. Paz - Bs.As. G.B.A. Norte,El vendedor no incluyó una descripción del producto
Chevrolet Classic 1.4 Ls Aa+dir,2013,56.000,https://auto.mercadolibre.com.ar/MLA-1940895634-chevrolet-classic-14-ls-aadir,9000000 pesos,José Mármol - Almirante Brown - Bs.As. G.B.A. Sur,Chevrolet Classic LS con GNC 56000 km Segunda mano4 cubiertas NUEVASVTV y oblea de gas hasta junio 2025Está muy bien cuidado y funciona 10 puntos.
Renault Clio 1.2 Mío Expression Pack I,2013,98.000,https://auto.mercadolibre.com.ar/MLA-1941166036-renault-clio-12-mio-expression-pack-i,9000000 pesos,San Miguel - San Miguel - Bs.As. G.B.A. Norte,El vendedor no incluyó una descripción del producto
Fiat Uno 1.3 Fire Way,2012,121.000,https://auto.mercadolibre.com.ar/MLA-1941167086-fiat-uno-2012-13-fire-way,9000000 pesos,San Rafael - Mendoza,El vendedor no incluyó una descripción del producto
Chevrolet Zafira 2.0 Gl,2010,197.856,https://auto.mercadolibre.com.ar/MLA-1941189832-chevrolet-zafira-2010-20-gl,9000000 pesos,General Alvear - Mendoza,El vendedor no incluyó una descripción del producto
Volkswagen Crossfox 1.6 Comfortline,2012,125.000,https://auto.mercadolibre.com.ar/MLA-1941251164-volkswagen-crossfox-2012-16-comfortline,9000000 pesos,Colón - Córdoba,Crosfox muy buen estado 2012 listo para transferir puedo escuchar iger contado el auto está. Colonia Caroya Córdoba.funciona todo.nada por hacerle
Fiat Punto 1.8 Hlx,2008,155.000,https://auto.mercadolibre.com.ar/MLA-1941191464-fiat-punto-18-hlx,9200000 pesos,Parque Avellaneda - Capital Federal - Capital Federal,Vendo o permuto por auto menor valorFiat punto 1.8 hlx pack techoFull full tope de gamaAsientos de cueroTecho corredizo Levantavidrios en las 4 puertasAlarma con cierre centralizadoAire y Dirección Sensor de estacionamiento trasero5ta rueda de auxilio de aleación Cambio de aceite y filtros recién echoTiene un tratamiento cerámico Muy cuidado digno de ver
Ford Focus Ii 2.0,2010,243.000,https://auto.mercadolibre.com.ar/MLA-1940794302-ford-focus-ii-20,9300000 pesos,Lomas de Zamora - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Renault Clio 1.2 Mio Confort Pack,2016,112.000,https://auto.mercadolibre.com.ar/MLA-1941258882-renault-clio-mio-2016,9337500 pesos,Miramar - Bs.As. Costa Atlántica,Clío Mio modelo 2016 - Primer dueño - El auto se encuentra al día y en excelentes condiciones (detalles a la vista).
Citroën C3 Picasso Nafta,2014,80.000,https://auto.mercadolibre.com.ar/MLA-1456436187-citron-c3-picasso-nafta,9500 dólares,Rosario - Santa Fe,El vendedor no incluyó una descripción del producto
Ford Focus 2 1.6 Trend Sigma,2013,176.000,https://auto.mercadolibre.com.ar/MLA-1456517631-ford-focus-2-16-trend-sigma,9500 dólares,Puerto - Mar del Plata - Bs.As. Costa Atlántica,Gnc
Peugeot 308 1.6 Sport Thp 163cv,2014,172.200,https://auto.mercadolibre.com.ar/MLA-1456622063-peugeot-308-2014-16-sport-thp-163cv,9500 dólares,Escobar - Bs.As. G.B.A. Norte,Peugeot 308 Sport año 2014Cubiertas nuevasVtv recién hecha sin observaciones Asientos de cueroNavegadorTecho panorámico Velocidad crucero
Volkswagen Suran 1.6 Trendline 11b,2011,109.000,https://auto.mercadolibre.com.ar/MLA-1940866604-volkswagen-suran-16-trendline-11b,9500 dólares,Villa Crespo - Capital Federal - Capital Federal,Volkswagen Suran Trendline 1.6 trendlineUnico dueño. Levanta vidrios y cierre centralizado agregado. Service en forma.
Fiat Fiorino 1.4 Fire Evo 87cv,2016,134.000,https://auto.mercadolibre.com.ar/MLA-1940886450-fiat-fiorino-14-fire-evo-87cv,9500 dólares,Otros Barrios - Mar del Plata - Bs.As. Costa Atlántica,El vendedor no incluyó una descripción del producto
Fiat Uno 1.6 Scr,1997,102.000,https://auto.mercadolibre.com.ar/MLA-1941168012-fiat-uno-1997-16-scr,9500 dólares,Capital Federal - Capital Federal,"Vendo Fiat uno Motor 1900 - clase 7.Butacas nickCaja 3 4 y 5 rectaEmbrague con volante y placa de aceroCigüeñal línea con bielas Sáenz y pistones iapelTapa completa de Lema Leva trCuerpos 45 inyectores 440 esInyección ft350Radiador pehuen 100% aluminio con electroEscape completo hasta atrás / tacho al medio. Reforma trasera con espiralesFrenos delanteros de palio con discos ventilados y ranurados.Suspensión delantera a medida con cazoletas rotuladas y tren delantero rotulado.Mil cosas más que me olvido.Titular, al dia. Se transfiere si o si."
Fiat 500 1.4 Sport 105cv,2012,85.000,https://auto.mercadolibre.com.ar/MLA-1941176470-fiat-500-2012-14-sport-105cv,9500 dólares,San Francisco - Córdoba,El vendedor no incluyó una descripción del producto
Chery Tiggo 2.0 F2 Luxury 4x2 At 138cv,2015,101.000,https://auto.mercadolibre.com.ar/MLA-1941179086-chery-tiggo-20-f2-luxury-4x2-at-138cv,9500 dólares,Ramos Mejía - La Matanza - Bs.As. G.B.A. Oeste,El vendedor no incluyó una descripción del producto
Audi A3 1.6 102cv,2010,147.000,https://auto.mercadolibre.com.ar/MLA-1941211306-audi-a3-2010-16-102cv,9500 dólares,Chivilcoy - Buenos Aires Interior,El vendedor no incluyó una descripción del producto
Ford Fiesta Kinetic 1.6 Design 120cv Titanium,2011,152.000,https://auto.mercadolibre.com.ar/MLA-1456478305-ford-fiesta-kinetic-2011-16-design-120cv-titanium,9500000 pesos,Córdoba - Córdoba,El vendedor no incluyó una descripción del producto
Peugeot 207 1.6 Sedan Xt Premium,2009,99.000,https://auto.mercadolibre.com.ar/MLA-1456533539-peugeot-207-16-5-puertas,9500000 pesos,Villa Urquiza - Capital Federal - Capital Federal,"todos los papeles al dia, muy cuidado, listo para trasnferir"
Fiat Uno 1.3 Fire Way,2010,145.875,https://auto.mercadolibre.com.ar/MLA-1456569411-fiat-uno-2010-13-fire-way,9500000 pesos,La Matanza - Bs.As. G.B.A. Oeste,Titular al día Vtv vigente hasta 2025 versión full anda todo el aire anda perfecto escucha una oferta razonable
Volkswagen Gol Trend 1.6 Pack I 101cv 3p,2014,153.000,https://auto.mercadolibre.com.ar/MLA-1456684113-gol,9500000 pesos,La Plata - La Plata - Bs.As. G.B.A. Sur,"Vendo el auto en muy buen estado, es  económico y la patente es accesible. Ideal para la ciudad. Soy titular y tengo toda la documentación vigente, vtv al día  y exento de multas. Lo vendo porque necesito un auto de 5 puertas. Escucho ofertas razonables."
Volkswagen Voyage 1.6,2012,141.181,https://auto.mercadolibre.com.ar/MLA-1940813428-volkswagen-voyage-16,9500000 pesos,Chacabuco - San Luis,El vendedor no incluyó una descripción del producto
Volkswagen Gol Trend 1.6 Pack I 101cv,2011,126.000,https://auto.mercadolibre.com.ar/MLA-1940814362-volkswagen-gol-trend-2011-16-pack-i-101cv,9500000 pesos,La Matanza - Bs.As. G.B.A. Oeste,"Vehículo listo para trasferir , sin multas ni deuda de patente .Titular al día . Se realizó cambio de correa y bomba de agua a los 115000 km . Cambio de bujía , cable de bujía (ngk) y bobina original cambiada recientemente Vtv hasta abril 2025"
Citroën Berlingo Multispace 1.6 Sx Pack Hdi 92cv Am53,2010,139.800,https://auto.mercadolibre.com.ar/MLA-1941022710-citron-berlingo-multispace-16-sx-pack-hdi-92cv-am53,9500000 pesos,San Francisco Solano - Quilmes - Bs.As. G.B.A. Sur,"Soy titular, tiene detalles de pintura, dos cubiertas nuevas adelante"
Citroën C4 1.6 Sx Hdi Am73,2012,198.000,https://auto.mercadolibre.com.ar/MLA-1941270292-citron-c4-16-sx-hdi-am73,9500000 pesos,Jardín - Córdoba - Córdoba,El vendedor no incluyó una descripción del producto
Peugeot 408 2.0 Allure Nav 143cv,2012,140.000,https://auto.mercadolibre.com.ar/MLA-1456507133-peugeot-408-2012-20-allure-nav-143cv,9700 dólares,Necochea - Bs.As. Costa Atlántica,El vendedor no incluyó una descripción del producto
Ford Ecosport 2.0 My10 Xls 4x2,2011,145.365,https://auto.mercadolibre.com.ar/MLA-1941280396-ford-ecosport-20-my10-xls-4x2,9700 dólares,Ciudad Madero - La Matanza - Bs.As. G.B.A. Oeste,Se vende solo transferido
Chevrolet Onix 1.4 Ltz At 98cv,2014,160.000,https://auto.mercadolibre.com.ar/MLA-1456553741-chevrolet-onix-14-ltz-at-98cv,9800 dólares,Mapuche - Pilar - Bs.As. G.B.A. Norte,El vendedor no incluyó una descripción del producto
